Timestamp	Your Name	Number of customers/potentials/attendees:	Primary Audience Engaged	Primary Sales Conversation	Key People (Presenters, Attendees, Organizers, etc)	Outcome	Full Notes	Trip Name	Email Address	Action Items	Date	Highlights	Lowlights	Learnings	Trip Region	Number of Days	Estimated Cost (USD)	Product Mix	
9/12/2017 9:07:05	Jorgan Sigert	500	Field	Security	Dolores Allewell	Successful		Plajo	dallewell1n@nhs.uk	Ergonomic reciprocal adapter	9/4/2017	In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	APAC	4	2500		
9/12/2017 9:35:38	Jillayne Varty	20	Customer	Security	Filberto Banyard	Successful		Skaboo	fbanyard1o@prlog.org	Future-proofed regional concept	8/7/2017	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.  Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	NA	1	1000		
9/15/2017 17:40:29	Abigail Paunton	500	Engineering	RHEL	Saleem Dumbelton	Successful		Skidoo	sdumbelton1p@japanpost.jp	Sharable content-based intranet	9/11/2017	Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.  Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	NA	4	1400		
9/19/2017 2:33:32	Kinny Farrand	60	Field	IoT	Danella Portinari	Successful		Agimba	dportinari1q@aol.com	Configurable asynchronous architecture	9/2/2017	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.	Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.	Sed ante. Vivamus tortor. Duis mattis egestas metus.  Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.  Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	APAC	6	3000		
9/19/2017 9:53:49	Sula Wimpenny	1500	Event	Containers	Rosamond Forstall	Partial Success		Edgewire	rforstall1r@netscape.com	Mandatory user-facing initiative	9/10/2017	Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	NA	3	2000		
9/19/2017 10:22:48	Sula Wimpenny	35	Event	Containers	Blancha Hundy	Partial Success		Dabfeed	bhundy1s@google.com.hk	Multi-channelled even-keeled knowledge user	9/14/2017	Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	NA	1	400		
9/19/2017 20:54:37	Sula Wimpenny	70	Field	Vertical Solution	Etheline Szepe	Successful		Zooveo	eszepe1t@stumbleupon.com	Cross-platform client-driven interface	9/11/2017	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.	Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.  Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	APAC	4	4000		
9/20/2017 1:54:47	Sula Wimpenny	1	Partner	IoT	Codee Stouther	Successful		Thoughtsphere	cstouther1u@plala.or.jp	Monitored 4th generation policy	9/12/2017	Nam nulla.	In congue.	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.  Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.  Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	APAC	1	300		
9/20/2017 14:13:56	Sula Wimpenny	7	Customer	IoT	Terri-jo Derricoat	Successful		Skinix	tderricoat1v@globo.com	Configurable static parallelism	9/13/2017	Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	APAC	1	300		
9/20/2017 15:47:34	Sula Wimpenny	2	Customer	IoT	Heindrick Sharer	Partial Success		Skidoo	hsharer1w@surveymonkey.com	Decentralized executive analyzer	9/13/2017	Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.	Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.	Fusce consequat. Nulla nisl. Nunc nisl.  Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	APAC	1	300		
9/21/2017 0:42:59	Sula Wimpenny	1	Customer	RHEL	Abbot MacGiolla	Successful		Flashdog	amacgiolla1x@redcross.org	Compatible empowering data-warehouse	9/20/2017	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.	In quis justo.	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.  Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.	NA	0	200		
9/21/2017 2:16:41	Sula Wimpenny	3	Customer	IoT	Ricky Sollitt	Partial Success		Twiyo	rsollitt1y@nps.gov	Future-proofed directional open system	9/11/2017	Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.	Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	APAC	1	300		
9/24/2017 9:34:40	Sula Wimpenny	74	Customer	RHEL	Thomasine Steagall	Successful		Oodoo	tsteagall1z@joomla.org	Configurable incremental capacity	9/21/2017	Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.	Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	NA	1	1100		
9/27/2017 21:25:13	Sula Wimpenny	1	Partner	IoT	Pepito Endon	Successful		Avaveo	pendon20@java.com	Reduced dynamic complexity	9/11/2017	Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	APAC	1	300		
9/29/2017 5:01:59	Sula Wimpenny	700	Field	Solution (ISBU)	Ottilie Guilloud	Successful		Abatz	oguilloud21@ibm.com	Devolved heuristic instruction set	9/25/2017	Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	EMEA	4	600		
10/2/2017 23:28:56	Sula Wimpenny	8	Customer	Solution (ISBU)	Merrill Southwood	Successful		Tazz	msouthwood22@aboutads.info	User-friendly heuristic artificial intelligence	9/25/2017	Pellentesque ultrices mattis odio.	Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	LATAM	5	3000		
10/4/2017 16:58:09	Sula Wimpenny	2	Customer	RHEL	Morrie Choudhury	Successful		Miboo	mchoudhury23@elegantthemes.com	Multi-lateral zero administration knowledge user	10/4/2017	Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.  Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	NA	0	200		
10/4/2017 20:56:22	Sula Wimpenny	12	Customer	RHEL	Broddy Beetlestone	Successful		Kimia	bbeetlestone24@gizmodo.com	Proactive encompassing internet solution	10/4/2017	Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.	Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	NA	1	200		
10/5/2017 10:59:52	Sula Wimpenny	150	Field	OpenStack	Dot Tease	Successful		Rhybox	dtease25@bizjournals.com	Future-proofed object-oriented budgetary management	9/26/2017	Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.  Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.  Fusce consequat. Nulla nisl. Nunc nisl.	NA	2	1500		
10/6/2017 11:09:28	Sula Wimpenny	100	Partner	RHV	Pernell Haycox	Successful		Kazio	phaycox26@yahoo.co.jp	Cross-platform radical success	10/4/2017	Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.	Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.  Sed ante. Vivamus tortor. Duis mattis egestas metus.	NA	2	300		
10/6/2017 11:33:48	Sula Wimpenny	1100	Event	Solution (ISBU)	Andy McPheat	Successful		Skyvu	amcpheat27@cmu.edu	Front-line systemic data-warehouse	10/6/2017	Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.	Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	Fusce consequat. Nulla nisl. Nunc nisl.  Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.  In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	EMEA	2	500		
10/9/2017 13:27:42	Sula Wimpenny	1	Customer	RHV	Bill Wife	Successful		Yamia	bwife28@ow.ly	Re-contextualized actuating info-mediaries	3/10/2017	Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.	Praesent id massa id nisl venenatis lacinia.	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.  Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	NA	0	200		
10/13/2017 15:28:21	Sula Wimpenny	20	Customer	RHEL	Emmie McKnish	Successful		Yakijo	emcknish29@bing.com	Intuitive grid-enabled analyzer	10/5/2017	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.	Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.  Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.	NA	2	1700		
10/16/2017 8:06:37	Sula Wimpenny	17	Field	Solution (ISBU)	Quinn Yewdell	Successful		Browsetype	qyewdell2a@a8.net	Down-sized object-oriented hardware	10/9/2017	Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.	Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.  Phasellus in felis. Donec semper sapien a libero. Nam dui.	LATAM	3	2000		
10/17/2017 21:27:17	Sula Wimpenny	100	Event	RHEL	Jodee Derington	Successful		Gigabox	jderington2b@ebay.co.uk	Organized local pricing structure	10/16/2017	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.	Vestibulum sed magna at nunc commodo placerat.	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.  In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	NA	1	200		
10/17/2017 22:15:23	Sula Wimpenny	4	Customer	RHEL	Estele Gonet	Successful		Fivebridge	egonet2c@hp.com	Operative object-oriented Graphical User Interface	10/11/2017	Sed sagittis.	In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.  Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	NA	1	200		
10/19/2017 15:25:27	Sula Wimpenny	2	Customer	RHEL	Erin Yourell	Partial Success		Zoombeat	eyourell2d@cloudflare.com	Face to face full-range intranet	10/19/2017	Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	Call	0	200		
10/19/2017 15:30:56	Sula Wimpenny	10	Customer	RHEL	Orran Cree	Partial Success		Browsetype	ocree2e@digg.com	Enhanced incremental software	10/4/2017	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.  Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	Call	0	200		
10/20/2017 13:44:11	Sula Wimpenny	2200	Event	Containers	Artair Wrixon	Successful		Youbridge	awrixon2f@npr.org	Optional attitude-oriented standardization	10/16/2017	Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.	Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.	EMEA	2	2000		
10/31/2017 14:16:41	Sula Wimpenny	13000	Event	IoT	Judith Grishanin	Successful		Kimia	jgrishanin2g@sitemeter.com	Versatile optimizing complexity	10/3/2017	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.	Donec posuere metus vitae ipsum.	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.  Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.  Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	EMEA	3	5000		
10/31/2017 15:33:27	Sula Wimpenny	700	Customer	Solution (ISBU)	Joseph Armistead	Successful		Zoovu	jarmistead2h@latimes.com	Proactive 6th generation time-frame	9/10/2017	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	In est risus, auctor sed, tristique in, tempus sit amet, sem.	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	LATAM	5	2000		
10/31/2017 15:39:27	Sula Wimpenny	800	Customer	Solution (ISBU)	Odella Blakeman	Successful		Avaveo	oblakeman2i@51.la	Self-enabling user-facing monitoring	9/19/2017	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.	Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	LATAM	5	2000		
10/31/2017 15:55:59	Sula Wimpenny	200	Event	Solution (ISBU)	Donovan Mulqueen	Successful		Wikizz	dmulqueen2j@opera.com	Down-sized eco-centric pricing structure	9/25/2017	Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.	Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.  Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.  Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.	EMEA	5	2500		
